scheme,dataset_name,seed,correlated_KL,architecture,attention_dim,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb
aiopsGVAR_(no mean)_normal_KL07_143348_8_0.0001_2_window_8,aiops,2,normal_KL,GVAR,256,2,0.0001,0.225130890052356,0.29668411867364747,0.32984293193717285,0.38372600349040165,0.3220830216903516,956060,8,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3051478655539974,0.13089005235602094,0.387434554973822,0.675392670157068,0.7120418848167539,0.3220830216903516,0.05245895486225612,0.13337988826815642,0.07035976180231383,14.212668923036551,3.8457412719726562,32.083984375
aiopscLSTM_(no mean)_normal_KL07_143734_8_0.0001_2_window_8,aiops,2,normal_KL,cLSTM,256,2,0.0001,0.25654450261780104,0.3106457242582896,0.3392670157068062,0.4758871436881911,0.34947228455081863,2461470,8,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3222093847658029,0.16230366492146597,0.3769633507853403,0.6387434554973822,0.8010471204188482,0.34947228455081863,0.06961556713937436,0.13337988826815642,0.08309905691296643,12.033830913957871,9.588424682617188,56.50244140625
aiopsvlinear_(no mean)_normal_KL07_144404_8_0.0001_3_window_8,aiops,3,normal_KL,vlinear,16,2,0.0001,0.2931937172774869,0.3647469458987785,0.4010471204188482,0.45461023851076243,0.39122205601263205,160526,8,0,200,0,0,16,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.37104170427875066,0.20418848167539266,0.47643979057591623,0.7801047120418848,0.7801047120418848,0.39122205601263205,0.05598459140636058,0.13337988826815642,0.07108526704199027,14.067612623714238,0.8112640380859375,20.35986328125
aiopsGVAR_(no mean)_normal_KL07_144616_8_0.0001_3_window_8,aiops,3,normal_KL,GVAR,256,2,0.0001,0.20418848167539266,0.2931937172774869,0.324607329842932,0.37803955788249016,0.31007915731737723,956060,8,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.285388170245133,0.1099476439790576,0.36649214659685864,0.6544502617801047,0.7015706806282722,0.31007915731737723,0.055762907343967494,0.13337988826815642,0.1068166712815849,9.361834515174591,3.8457412719726562,32.083984375
aiopscLSTM_(no mean)_normal_KL07_145100_8_0.0001_3_window_8,aiops,3,normal_KL,cLSTM,256,2,0.0001,0.2617801047120419,0.3123909249563699,0.3392670157068063,0.3719604421175105,0.32844739466467227,2461470,8,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3203820450561265,0.16753926701570682,0.3769633507853403,0.6544502617801047,0.7120418848167539,0.32844739466467227,0.03990018967798974,0.13337988826815642,0.06761662747847472,14.789261714041315,9.588424682617188,56.50244140625
aiopsvlinear_(no mean)_normal_KL07_145841_10_0.0001_2_window_10,aiops,2,normal_KL,vlinear,16,2,0.0001,0.2631578947368421,0.33811802232854854,0.37129186602870823,0.419072301967039,0.35942393863446503,162066,10,0,200,0,0,16,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3297216395220025,0.15789473684210525,0.41148325358851673,0.7368421052631579,0.7368421052631579,0.35942393863446503,0.05425955524071034,0.14615384615384616,0.06763119788831501,14.78607552761941,0.8172760009765625,20.4453125
aiopsGVAR_(no mean)_normal_KL07_150102_10_0.0001_2_window_10,aiops,2,normal_KL,GVAR,256,2,0.0001,0.2535885167464115,0.31738437001594916,0.3339712918660288,0.3871876661350348,0.32816795777322105,1229220,10,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3244257979435145,0.15789473684210525,0.42105263157894735,0.6650717703349283,0.7129186602870813,0.32816795777322105,0.043604408171455944,0.14615384615384616,0.06134764771712454,16.300543496158546,4.887763977050781,36.2646484375
aiopscLSTM_(no mean)_normal_KL07_150423_10_0.0001_2_window_10,aiops,2,normal_KL,cLSTM,256,2,0.0001,0.2535885167464115,0.331738437001595,0.36267942583732077,0.3789739500265819,0.3425550618971673,2461470,10,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3346665253533149,0.15789473684210525,0.4258373205741627,0.6985645933014354,0.7177033492822966,0.3425550618971673,0.0415965720983003,0.14615384615384616,0.07201849786858809,13.885321543705293,9.588424682617188,56.16015625
aiopsvlinear_(no mean)_normal_KL07_151056_10_0.0001_3_window_10,aiops,3,normal_KL,vlinear,16,2,0.0001,0.24401913875598086,0.31897926634768736,0.35215311004784694,0.39892344497607674,0.3399278499278501,162066,10,0,200,0,0,16,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.31377267620461813,0.14354066985645933,0.39712918660287083,0.7177033492822966,0.7177033492822966,0.3399278499278501,0.053968867015140205,0.14615384615384616,0.08264501699420254,12.099943062146734,0.8172760009765625,20.4453125
aiopsGVAR_(no mean)_normal_KL07_151318_10_0.0001_3_window_10,aiops,3,normal_KL,GVAR,256,2,0.0001,0.22488038277511962,0.3046251993620416,0.3339712918660288,0.39432482721956436,0.3246922229816968,1229220,10,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.31277444158190754,0.1291866028708134,0.41148325358851673,0.6889952153110048,0.722488038277512,0.3246922229816968,0.05248634694164625,0.14615384615384616,0.06608851218337648,15.131222764181611,4.887763977050781,36.2646484375
