scheme,dataset_name,seed,correlated_KL,architecture,attention_dim,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb
smdtorai_(no mean)_normal_KL30_114254_20_0.0001_2_window_20,smd,2,normal_KL,torai,128,0,0.0001,0.26153846153846155,0.2589743589743589,0.27061538461538454,0.32741514041514036,0.28376703296703293,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3567478713546999,0.26153846153846155,0.3723076923076923,0.4338461538461538,0.52,0.28376703296703293,0.023230830760780818,1.0,0,0,0,0,0,0,0,0,1,0
smdbaro_(no mean)_normal_KL30_114549_20_0.0001_2_window_20,smd,2,normal_KL,baro,128,0,0.0001,0.3323076923076923,0.3364102564102563,0.3694358974358974,0.47009279609279603,0.38585567765567763,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4653641741270318,0.3323076923076923,0.5230769230769231,0.6092307692307692,0.7446153846153846,0.38585567765567763,0.049903292504711906,1.0,0,0,0,0,0,0,0,0,1,0
smdrcd_(no mean)_normal_KL30_114629_20_0.0001_2_window_20,smd,2,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1,0
smdvlinear_(no mean)_normal_KL01_152453_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.4430769230769231,0.4420512820512819,0.4454358974358971,0.4753260073260073,0.4531521367521366,50310,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10725776164268339,0.009230769230769232,0.05846153846153846,0.12923076923076923,0.39384615384615385,0.4531521367521366,0.012037721508727643,1.0,0.06157992289616512,16.239058981710333,0.396087646484375,18.43310546875,423.07719898223877,4.147815676296458,34157.73772437849,224.27587890625,1,0,tinyMoM
smdvlinear_(no mean)_normal_KL01_154646_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.44,0.4246153846153842,0.4267179487179487,0.4607545787545787,0.4390693528693529,50310,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.13269191399130764,0.027692307692307693,0.11692307692307692,0.2,0.40923076923076923,0.4390693528693529,0.01456362031591289,1.0,0.06030020200289213,16.583692372241767,0.396087646484375,18.47021484375,870.41952252388,4.3520976126194,32554.41688375343,261.24365234375,1,0,tinyMoM
smdvlinear_(no mean)_normal_KL01_161922_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.4246153846153846,0.43743589743589734,0.4417435897435898,0.48049328449328466,0.4497881562881563,52522,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.09593392412561212,0.009230769230769232,0.043076923076923075,0.09846153846153846,0.36,0.4497881562881563,0.018944192758579063,1.0,0.06042440341069148,16.549604854237753,0.4045257568359375,18.49853515625,895.625776052475,4.478128880262375,31638.21403722059,219.8115234375,1,0,LinearRNNMoM
smdvlinear_(no mean)_normal_KL01_164639_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.48923076923076925,0.4707692307692309,0.47948717948717945,0.524606837606838,0.4923859584859585,49542,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10107355702954528,0.003076923076923077,0.06153846153846154,0.12615384615384614,0.36923076923076925,0.4923859584859585,0.01663382958875364,1.0,0.06255439171424279,15.986087828463585,0.393157958984375,18.45849609375,771.3016831874847,3.856508415937424,36737.89467552893,212.59912109375,1,0,None
smdvlinear_(no mean)_normal_KL01_172425_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.42153846153846153,0.4020512820512818,0.3885641025641026,0.42433699633699656,0.4068656898656899,83722,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08530420586152714,0.009230769230769232,0.043076923076923075,0.08923076923076922,0.27692307692307694,0.4068656898656899,0.011940151025061295,1.0,0.06378061808072603,15.67874426576295,0.5235443115234375,19.0322265625,991.4498636722565,4.957249318361282,28580.36602581755,305.576171875,1,0,None
smdvlinear_(no mean)_normal_KL01_180235_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.4153846153846154,0.40102564102564087,0.38738461538461527,0.41956532356532367,0.4023130647130647,54310,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.11250775094556976,0.027692307692307693,0.07384615384615385,0.12923076923076923,0.29846153846153844,0.4023130647130647,0.010465484085203139,1.0,0.060935549369225135,16.410781725142524,0.411346435546875,18.92626953125,902.8059394359589,4.514029697179795,31386.590143285197,305.3505859375,1,0,None
smdvlinear_(no mean)_normal_KL01_183710_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.39384615384615385,0.36820512820512796,0.3795897435897436,0.41532234432234416,0.38976019536019524,84374,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.1442079811545866,0.024615384615384615,0.12307692307692308,0.22153846153846155,0.44,0.38976019536019524,0.015640043644987625,1.0,0.06257283577552208,15.981375745658482,0.526031494140625,19.4873046875,682.6747705936432,5.25134438918187,26979.7578486512,466.38427734375,1,0,None
smdvlinear_(no mean)_normal_KL01_190359_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.4430769230769231,0.436923076923077,0.4428717948717949,0.48834188034188014,0.4569102564102564,49926,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.11151933157188978,0.015384615384615385,0.06461538461538462,0.13230769230769232,0.4246153846153846,0.4569102564102564,0.018383096796404423,1.0,0.06279533973106971,15.924748624382753,0.394622802734375,18.46435546875,658.0804002285004,3.290402001142502,43058.568512542086,212.603515625,1,0,None


smdvlinear_(no mean)_normal_KL01_192939_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.3384615384615385,0.36512820512820526,0.3950256410256411,0.4405763125763127,0.39135409035409047,66055,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.07257310989348735,0.0,0.015384615384615385,0.06461538461538462,0.20615384615384616,0.39135409035409047,0.032229195235403574,1.0,0.0665600534585806,15.024026394784766,0.4561500549316406,18.71240234375,1615.499728679657,8.077498643398284,17540.08341626831,1433.4501953125,1,0,None
smdvlinear_(no mean)_normal_KL01_201001_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.48923076923076925,0.47333333333333344,0.46964102564102544,0.5220000000000002,0.4883019536019537,49798,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.12091095629381457,0.015384615384615385,0.08615384615384615,0.15384615384615385,0.40615384615384614,0.4883019536019537,0.019517492680672502,1.0,0.08423480694110577,11.871577039396165,0.394134521484375,18.46240234375,840.4840381145477,4.202420190572739,33713.90617193154,212.60205078125,1,0,None
smdvlinear_(no mean)_normal_KL01_203314_6_0.0001_1_window_6,smd,1,normal_KL,vlinear,128,0,0.0001,0.3384615384615385,0.36666666666666653,0.37953846153846155,0.4404444444444445,0.38958717948717947,50570,6,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.13725305816098093,0.03076923076923077,0.13230769230769232,0.20923076923076922,0.37538461538461537,0.38958717948717947,0.030548615389059935,1.0,0.09041765213012695,11.059787291986122,0.39715576171875,18.5732421875,696.8834488391876,3.4844172441959382,27107.258798392242,320.11083984375,1,0,None
smdvlinear_(no mean)_normal_KL02_183346_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.40615384615384614,0.4025641025641024,0.40364102564102555,0.43874358974358985,0.41493711843711845,49542,4,0,10,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.1038981224936992,0.018461538461538463,0.03076923076923077,0.07076923076923076,0.37538461538461537,0.41493711843711845,0.014891873666839636,1.0,0.0896923094529372,11.149227911504653,0.393157958984375,18.45849609375,42.785037994384766,4.278503799438477,33114.37984900107,212.59912109375,1,0,None
smdvlinear_(no mean)_normal_KL02_193151_4_0.0001_0_window_4,smd,0,normal_KL,vlinear,128,0,0.0001,0.40923076923076923,0.3456410256410252,0.37456410256410255,0.4932527472527472,0.4081943833943833,49542,4,0,10,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.07400157242817887,0.0,0.021538461538461538,0.06769230769230769,0.16615384615384615,0.4081943833943833,0.047082971001400166,1.0,0.07386892758882962,13.537491779577682,0.393157958984375,18.88330078125,50.853943824768066,5.085394382476807,27860.17943626935,284.58251953125,1,0,None
